City of Bloomington Traffic Counts,,,,,,,,,,,,,,,,,,
Loc ID,County,Community,Functional Class,Rural Urban,On,From,To,Approach,At,Dir,Directions,Category,LRS ID,LRS Loc Pt,Latitude,Longitude,Latest,Latest Date
s4024,Monroe,Bloomington,-,,Winslow Road,,,,West of High St.,2-WAY,,,,,39.13600861,-86.5102284,10018,1/1/2000
s4037,Monroe,Bloomington,-,,High Street,,,,North of Winslow Rd.,2-WAY,,,,,39.13676968,-86.50814379,5205,1/1/2000
s4541,Monroe,Bloomington,-,,Atwater Avenue,,,,West of High St.,2-WAY,,,,,39.16309212,-86.50908952,5517,1/1/2000
s4548,Monroe,Bloomington,-,,3rd Street,,,,Bet. Arbutus and Mitchell,2-WAY,,,,,39.16425819,-86.51371542,20815,1/1/2000
t4026,Monroe,Bloomington,-,,Spicewood Lane,,,,North of East Rogers Rd.,2-WAY,,,,,39.13622426,-86.50087878,603,1/1/2000
t4315,Monroe,Bloomington,-,,Winfield Road,,,,South of E. Rechter Rd.,2-WAY,,,,,39.15365577,-86.50194059,366,1/1/2000
t4318,Monroe,Bloomington,-,,Rechter Road,,,,Bet. Winfield and Rechter Ct.,2-WAY,,,,,39.1543409,-86.5025745,351,1/1/2000
t4330,Monroe,Bloomington,-,,Woodcrest Drive,,,,Bet. Wynwood and Woodbine,2-WAY,,,,,39.15735347,-86.5000283,660,1/1/2000
t4428,Monroe,Bloomington,-,,College Mall Road,,,,Bet. Buick Cadillac and 2nd St.,2-WAY,,,,,39.1595232,-86.49779144,23393,1/1/2000
t4442,Monroe,Bloomington,-,,Buick Cadillac Drive,,,,Buike Cadillac Dr.,2-WAY,,,,,39.15922561,-86.49345142,5622,1/1/2000
u4313,Monroe,Bloomington,-,,Covenanter Drive,,,,Between Auto Mall and Clarizz,2-WAY,,,,,39.15520173,-86.49522646,3809,1/1/2000
u4517,Monroe,Bloomington,-,,Clarizz Boulevarde,,,,S. of E. 3rd St.,2-WAY,,,,,39.16383222,-86.49070656,4940,1/1/2000
p4481,Monroe,Bloomington,-,,1st Street,,,,Bet. Rogers and Fairview,2-WAY,,,,,39.15943121,-86.53967696,3880,1/1/1999
p4628,Monroe,Bloomington,-,,Morton Street,,,,South of 10th St.,2-WAY,,,,,39.17106923,-86.53610041,2010,1/1/1999
p4655,Monroe,Bloomington,-,,10th Street,,,,East of Morton St.,2-WAY,,,,,39.17167766,-86.5354542,2465,1/1/1999
p484,Monroe,Bloomington,-,,17th Steet,,,,Bet. Kinser Pike and Woodburn Ave.,2-WAY,,,,,39.1790061,-86.53684015,15679,1/1/1999
q4363,Monroe,Bloomington,-,,Lincoln Street,,,,Between Grimes and Allen,2-WAY,,,,,39.15489451,-86.53131826,2513,1/1/1999
q4435,Monroe,Bloomington,-,,Dodds Street,,,,E. of S. Lincoln St.,2-WAY,,,,,39.15736923,-86.53078877,431,1/1/1999
q4436,Monroe,Bloomington,-,,Dodds Street,,,,W. of S. Lincoln St.,2-WAY,,,,,39.15739095,-86.53186668,531,1/1/1999
q4444,Monroe,Bloomington,-,,College Avenue,,,,Between 3rd St. and 2nd St. (All Lanes),2-WAY,,,,,39.16211116,-86.53491241,16127,1/1/1999
q4547,Monroe,Bloomington,-,,Lincoln Street,,,,East of 6th St.,2-WAY,,,,,39.16704988,-86.53107413,3153,1/1/1999
q4563,Monroe,Bloomington,-,,College Avenue,,,,Bet. 3rd St. and 4th St.,2-WAY,,,,,39.16509862,-86.53489449,16449,1/1/1999
q4565,Monroe,Bloomington,-,,College Avenue,,,,Bet. Kirkwood Ave. and 6th St.,2-WAY,,,,,39.16707278,-86.53486917,16678,1/1/1999
q4570,Monroe,Bloomington,-,,6th Street,,,,West of N. Lincoln St.,2-WAY,,,,,39.16754816,-86.53170093,1555,1/1/1999
q4591,Monroe,Bloomington,-,,Smith Avenue,,,,E. of Dunn St.,2-WAY,,,,,39.16281272,-86.52783098,652,1/1/1999
q46100,Monroe,Bloomington,-,,7th Street,,,,Bet. Lincoln St. and Grant St.,2-WAY,,,,,39.16853335,-86.53042509,4271,1/1/1999
q46102,Monroe,Bloomington,-,,7th Street,,,,Bet. Walnut St. and Washington St.,2-WAY,,,,,39.1685439,-86.53295862,4784,1/1/1999
q4681,Monroe,Bloomington,-,,9th Street,,,,Bet. Lincoln and Grant St.,2-WAY,,,,,39.17045514,-86.53040635,660,1/1/1999
q4683,Monroe,Bloomington,-,,9th Street,,,,Bet. Walnut St. and Washington St.,2-WAY,,,,,39.17045999,-86.53294923,711,1/1/1999
q4684,Monroe,Bloomington,-,,9th Street,,,,Bet. College Ave. and Walnut St.,2-WAY,,,,,39.17046004,-86.53421123,1236,1/1/1999
q4687,Monroe,Bloomington,-,,8th Street,,,,Bet. College Ave. and Walnut St.,2-WAY,,,,,39.16949351,-86.5342171,1018,1/1/1999
q4688,Monroe,Bloomington,-,,8th Street,,,,Bet. Walnut St. and Washington St.,2-WAY,,,,,39.16948612,-86.53295497,856,1/1/1999
q4774,Monroe,Bloomington,-,,14th Street,,,,East of Walnut St.,2-WAY,,,,,39.17596473,-86.53289254,2362,1/1/1999
q4775,Monroe,Bloomington,-,,14th Street,,,,Bet. College Ave. and Walnut St.,2-WAY,,,,,39.17596162,-86.53414955,2238,1/1/1999
q503,Monroe,Bloomington,-,,Dunn Street,,,,Bet. Glendora Dr. and Saville Ave.,2-WAY,,,,,39.19050944,-86.52852519,1899,1/1/1999
r4315,Monroe,Bloomington,-,,Hawthorne Drive,,,,Bet. Maxwell St. and Southdowns,2-WAY,,,,,39.15688744,-86.52031964,191,1/1/1999
r4321,Monroe,Bloomington,-,,Highland Avenue,,,,Bet. Sheridan and Maxwell Ln.,2-WAY,,,,,39.15686176,-86.51784935,133,1/1/1999
r4329,Monroe,Bloomington,-,,Jordan Avenue,,,,Bet. Maxwell and Sheridan,2-WAY,,,,,39.15686075,-86.51621923,266,1/1/1999
r445,Monroe,Bloomington,-,,2nd Street,,,,East of Ballentine,2-WAY,,,,,39.16106042,-86.5184271,3167,1/1/1999
r4464,Monroe,Bloomington,-,,Ballantine,,,,South of 2nd St.,2-WAY,,,,,39.16062048,-86.51912836,388,1/1/1999
r4465,Monroe,Bloomington,-,,Ballantine,,,,North of 2nd St.,2-WAY,,,,,39.1616347,-86.51912969,453,1/1/1999
r4540,Monroe,Bloomington,-,,Smith Avenue,,,,W. of Dunn St.,2-WAY,,,,,39.16400399,-86.515264,695,1/1/1999
r4622,Monroe,Bloomington,-,,Jordan Avenue,,,,South of 7th St.,2-WAY,,,,,39.16835761,-86.51613921,6833,1/1/1999
s4022,Monroe,Bloomington,-,,Stands Drive,,,,South of E. Rogers Rd.,2-WAY,,,,,39.13561449,-86.50409113,1692,1/1/1999
s4528,Monroe,Bloomington,-,,Jefferson Street,,,,South of E. 5th St.,2-WAY,,,,,39.16620333,-86.50715121,1342,1/1/1999
s4529,Monroe,Bloomington,-,,Jefferson Street,,,,North of E. 5th St.,2-WAY,,,,,39.16750995,-86.50716386,1307,1/1/1999
s4567,Monroe,Bloomington,-,,5th Street,,,,East of South Jefferson St.,2-WAY,,,,,39.16681038,-86.50661133,457,1/1/1999
s4568,Monroe,Bloomington,-,,5th Street,,,,West of S. Jefferson St.,2-WAY,,,,,39.1668115,-86.50773186,585,1/1/1999
s461,Monroe,Bloomington,-,,7th Street,,,,East of Jordan,2-WAY,,,,,39.16880519,-86.51502365,1813,1/1/1999
t4014,Monroe,Bloomington,-,,Winding Brooke Circle,,,,North of E. Rogers Rd.,2-WAY,,,,,39.13618839,-86.50407591,539,1/1/1999
t4319,Monroe,Bloomington,-,,Rechter Road,,,,E. of S. Winfield Rd.,2-WAY,,,,,39.1542742,-86.50107516,313,1/1/1999
t4326,Monroe,Bloomington,-,,Woodbine Avenue,,,,East of Woodbine Ct.,2-WAY,,,,,39.15617102,-86.50138101,301,1/1/1999
t4327,Monroe,Bloomington,-,,Woodcrest Drive,,,,North of E. Woodbine Ave.,2-WAY,,,,,39.15621649,-86.50032591,716,1/1/1999
o4618,Monroe,Bloomington,-,,Adams Street,,,,Bet. Cottage Grove and 10th St.,2-WAY,,,,,39.17175209,-86.54977451,3697,1/1/1998
o4654,Monroe,Bloomington,-,,7th Street,,,,Bet. Ritter and Adams,2-WAY,,,,,39.16868055,-86.55025196,143,1/1/1998
p4018,Monroe,Bloomington,-,,Country Club Drive,,,,W. of Walnut St.,2-WAY,,,,,39.13712305,-86.53780444,14648,1/1/1998
p4354,Monroe,Bloomington,-,,Allen Street,,,,Bet. Patterson Dr. and Fairview,2-WAY,,,,,39.15563717,-86.54218309,5727,1/1/1998
p4426,Monroe,Bloomington,-,,1st Street,,,,Bet. Morton St. and College Ave.,2-WAY,,,,,39.15939556,-86.53560208,4595,1/1/1998
p4479,Monroe,Bloomington,-,,1st Street,,,,Bet. Walker and Fairview,2-WAY,,,,,39.15944542,-86.54222268,3820,1/1/1998
p4755,Monroe,Bloomington,-,,Fairview Street,,,,Bet. 13th St. and 15th St.,2-WAY,,,,,39.17583756,-86.54103888,90,1/1/1998
p5121,Monroe,Bloomington,-,,Winding Way,,,,Bet. Stoneycrest and Windcrest,2-WAY,,,,,39.19729953,-86.5447253,399,1/1/1998
q412,Monroe,Bloomington,-,,Walnut Steet,,,,Bet. North Dr. and South Dr.,2-WAY,,,,,39.14298314,-86.53152532,21054,1/1/1998
q4334,Monroe,Bloomington,-,,Driscoll Street,,,,Bet. Lincoln St. and Grant St.,2-WAY,,,,,39.15246399,-86.53081192,58,1/1/1998
q4526,Monroe,Bloomington,-,,Dunn Street,,,,Bet. 4th St. and Kirkwood Ave.,2-WAY,,,,,39.16604947,-86.52824056,6030,1/1/1998
q4589,Monroe,Bloomington,-,,4th Street,,,,Bet. Dunn St. and Grant St.,2-WAY,,,,,39.16555615,-86.5290269,2888,1/1/1998
q4590,Monroe,Bloomington,-,,4th Street,,,,Bet. Dunn St. and Indiana Ave.,2-WAY,,,,,39.16555401,-86.52757356,1482,1/1/1998
q4743,Monroe,Bloomington,-,,Fess Avenue,,,,Bet. 14th St. and 17th St.,2-WAY,,,,,39.17755742,-86.52597518,230,1/1/1998
q4744,Monroe,Bloomington,-,,Fess Avenue,,,,Bet. 13th St. and 14th St.,2-WAY,,,,,39.17565926,-86.52587396,214,1/1/1998
q488,Monroe,Bloomington,-,,17th Street,,,,Bet. Washington St. and Lincoln St.,2-WAY,,,,,39.1789718,-86.53160005,11708,1/1/1998
r4238,Monroe,Bloomington,-,,Highland Avenue,,,,Between Miller and Thornton,2-WAY,,,,,39.14755157,-86.51747137,2621,1/1/1998
r4253,Monroe,Bloomington,-,,Huntington Drive,,,,Bet. Hillside and Thornton,2-WAY,,,,,39.14991513,-86.5208313,854,1/1/1998
r4549,Monroe,Bloomington,-,,Jordan Avenue,,,,North of Jones Ave.,2-WAY,,,,,39.16664539,-86.51639004,12708,1/1/1998
r4560,Monroe,Bloomington,-,,Atwater Avenue,,,,Bet. Faculty and Hawthorne,2-WAY,EB/WB,,,,39.16309736,-86.52062107,13956,1/1/1998
r4571,Monroe,Bloomington,-,,Woodlawn Avenue,,,,Bet. 3rd St. and Atwater Ave.,2-WAY,,,,,39.1636961,-86.52263038,1797,1/1/1998
s4312,Monroe,Bloomington,-,,Southdowns Drive,,,,From E. Circle Dr. to S. Covenanter Dr.,2-WAY,,,,,39.15551191,-86.51121856,374,1/1/1998
s4317,Monroe,Bloomington,-,,High Street,,,,Bet. Southdowns and Woodstock Pl.,2-WAY,,,,,39.15606939,-86.50846895,7779,1/1/1998
s437,Monroe,Bloomington,-,,Circle Drive,,,,Bet. Southdowns and Ruby Ln.,2-WAY,,,,,39.15502648,-86.51238539,122,1/1/1998
s438,Monroe,Bloomington,-,,Circle Drive,,,,Bet. East Side Dr. and Southdowns,2-WAY,,,,,39.15568712,-86.51249682,589,1/1/1998
u4418,Monroe,Bloomington,-,,Brighton Avenue,,,,Bet. Meadowbrook Dr. and Ravencrest,2-WAY,,,,,39.15762777,-86.48655648,198,1/1/1998
u4629,Monroe,Bloomington,-,,Grandview Drive,,,,South of 10th St. (S.R. 45),2-WAY,,,,,39.17172277,-86.48739705,3462,1/1/1998
v423,Monroe,Bloomington,-,,Smith Road,,,,Bet. Brighton and Moores Pike,2-WAY,,,,,39.15608487,-86.48062423,4536,1/1/1998
m4520,Monroe,Bloomington,-,,Whitehall Pike,,,,E. of S.R. 37,2-WAY,,,,,39.16456157,-86.57185585,22369,1/1/1997
o4616,Monroe,Bloomington,-,,10th Street,,,,East of Monroe St.,2-WAY,,,,,39.17187525,-86.54585808,64,1/1/1997
p4325,Monroe,Bloomington,-,,Allen Street,,,,Bet. Rogers St. and Fairview,2-WAY,,,,,39.15561667,-86.53988514,4823,1/1/1997
p4645,Monroe,Bloomington,-,,8th Street,,,,At Waldron St.,2-WAY,,,,,39.16957145,-86.54401509,365,1/1/1997
q4246,Monroe,Bloomington,-,,Walnut Street,,,,Bet. Wilson and Hillside,2-WAY,,,,,39.15100972,-86.53373983,25254,1/1/1997
q4557,Monroe,Bloomington,-,,Walnut Street,,,,Bet. 6th St. and 7th St.,2-WAY,,,,,39.16804985,-86.53359763,16259,1/1/1997
q4572,Monroe,Bloomington,-,,6th Street,,,,West of Dunn St.,2-WAY,,,,,39.16753308,-86.52902622,1907,1/1/1997
rcl248,Monroe,Bloomington,-,,Winslow Farms Drive,,,,Bet. Moss Creek Dr. and Hickory Stick Dr.,2-WAY,,,,,39.13812413,-86.51842095,768,1/1/1997
rcl446,Monroe,Bloomington,-,,Wylie Farm Road,,,,Bet. Laurelwood Circle and Whitetail Run,2-WAY,,,,,39.14119448,-86.52287094,1320,1/1/1997
rcl469,Monroe,Bloomington,-,,Walnut Street,,,,Bet. Heather and Burks,2-WAY,,,,,39.12478159,-86.52670607,5556,1/1/1997
rcl60,Monroe,Bloomington,-,,Bent Tree Drive,,,,Bet. Hickory Stick and Wylie Farm Rd.,2-WAY,,,,,39.14010711,-86.52152616,782,1/1/1997
s4316,Monroe,Bloomington,-,,Ruby Lane,,,,Bet. Covenanter Dr. and Nancy St.,2-WAY,,,,,39.15464904,-86.51024198,606,1/1/1997
s4435,Monroe,Bloomington,-,,Maxwell Lane,,,,Between Maxwell Terrace and Rose,2-WAY,,,,,39.15778821,-86.51137202,3159,1/1/1997
s4457,Monroe,Bloomington,-,,2nd Street,,,,Bet. Anita and Rose,2-WAY,,,,,39.16099489,-86.51063628,4829,1/1/1997
s448,Monroe,Bloomington,-,,Eastside Drive,,,,South of 1st St.,2-WAY,,,,,39.15851306,-86.51266254,128,1/1/1997
s449,Monroe,Bloomington,-,,Eastside Drive,,,,North of 1st St.,2-WAY,,,,,39.15969284,-86.51267424,131,1/1/1997
s4555,Monroe,Bloomington,-,,3rd Street,,,,From S. Union St. to S. High St.,2-WAY,,,,,39.16426527,-86.50878338,17779,1/1/1997
k505,Monroe,Bloomington,-,,Woodyard Road,,,,From N. Loesch Rd. to N. Smith Pike,2-WAY,,,,,39.19260121,-86.58687703,1558,1/1/1996
o554,Monroe,Bloomington,-,,Kinser Pike,,,,From N. S.R. 37 to W. Bell Rd.,2-WAY,,,,,39.22201309,-86.55019606,129,1/1/1996
q4545,Monroe,Bloomington,-,,Grant Street,,,,From E. 6th St. to E. 7th St.,2-WAY,,,,,39.16803184,-86.52979151,2797,1/1/1996
r4466,Monroe,Bloomington,-,,Highland Avenue,,,,From E. 2nd St. to E. Hunter Ave.,2-WAY,,,,,39.16162319,-86.51772679,123,1/1/1996
rcl1371,Monroe,Bloomington,-,,Kirby Road,,,,From W. Gifford Rd. to S. Fieldstone Blvd.,2-WAY,,,,,39.15464088,-86.61038538,3002,1/1/1996
rcl984,Monroe,Bloomington,-,,Curry Pike,,,,From W. Heritage Way to W. Curry Ct.,2-WAY,,,,,39.15371127,-86.58265296,14789,1/1/1996
s4339,Monroe,Bloomington,-,,Covenanter Drive,,,,From S. High St. to S. Brooks Dr.,2-WAY,,,,,39.1536132,-86.50746672,2076,1/1/1996
v477,Monroe,Bloomington,-,,Russell Road,,,,From E. S.R. 45 to E. Devonshire Ct.,2-WAY,,,,,39.17879539,-86.48159204,1490,1/1/1996
k406,Monroe,Bloomington,-,,State Road 45,,,,From W. Airport Rd. to S. Leonard Springs Rd.,2-WAY,,,,,39.13979821,-86.58879727,14593,1/1/1993
q4457,Monroe,Bloomington,-,,Lincoln Street,,,,From E. 1st St. to E. 2nd St.,2-WAY,,,,,39.16088548,-86.53126811,2325,1/1/1992
r4432,Monroe,Bloomington,-,,Maxwell Lane,,,,From S. Manor Rd. to S. Hawthorne Dr.,2-WAY,,,,,39.15781201,-86.52093583,1872,1/1/1992
r4559,Monroe,Bloomington,-,,Atwater Avenue,,,,From S. Woodlawn Ave. to S. Faculty Ave.,2-WAY,,,,,39.16313392,-86.52184456,13219,1/1/1992
m4010,Monroe,Bloomington,-,,TAPP,REX GROSSMAN,DEBORAH,BETWEEN,REX GROSSMAN AND DEBORAH,2-WAY,EB/WB,,,,,,,
n4012,Monroe,Bloomington,-,,DEBORAH,TAPP,SCHMALTZ,BETWEEN,TAPP AND SCHMALTZ,2-WAY,NB/SB,,,,,,,
o4922,Monroe,Bloomington,-,,MONROE,,,,,2-WAY,NB/SB,,,,39.186572,-86.546699,,
q4350,Monroe,Bloomington,-,,WALNUT,ALLEN,DIXIE,BETWEEN,ALLEN AND DIXIE,2-WAY,NB/SB,,,,,,,
q4624,Monroe,Bloomington,-,,LINCOLN ST,10TH,9th,BETWEEN,10TH AND 9th,1-WAY,,,,,,,,
q4713,Monroe,Bloomington,-,,WASHINGTON,11TH ST,12TH ST,BETWEEN,11TH ST AND 12TH ST,1-WAY,SB,,,,,,,
r4323,Monroe,Bloomington,-,,HIGHLAND,TARZIAN,SOUTHDOWNS,BETWEEN,TARZIAN AND SOUTHDOWNS,2-WAY,NB/SB,,,,,,,
rcl1578,Monroe,Bloomington,-,,CRESCENT,,,SOUTH OF,17TH,2-WAY,NB/SB,,,,,,,
rcl223,Monroe,Bloomington,-,,DEBORAH,COTA,TAPP,BETWEEN,COTA AND TAPP,2-WAY,NB/SB,,,,,,,
