City of Bloomington Traffic Counts,,,,,,,,,,,,,,,,,,
Loc ID,County,Community,Functional Class,Rural Urban,On,From,To,Approach,At,Dir,Directions,Category,LRS ID,LRS Loc Pt,Latitude,Longitude,Latest,Latest Date
q5317,Monroe,Bloomington,-,,Old State Road 37,,,,South of Audubon,2-WAY,NB/SB,,,,39.20925688,-86.52538682,4526,1/1/2015
q533,Monroe,Bloomington,-,,Old State Road 37,,,,From N. Stonemill Rd. to N. Hillview Dr.,2-WAY,NB/SB,,,,39.20817142,-86.53083195,4565,1/1/2015
r408,Monroe,Bloomington,-,,Winslow Road,,,,From S. Highland Ave. to S. Allendale Dr.,2-WAY,EB/WB,,,,39.1359945,-86.51670184,9892,1/1/2015
r4578,Monroe,Bloomington,-,,Hawthorne Drive,,,,S. of Atwater Ave.,2-WAY,NB/SB,,,,39.16265152,-86.52019068,844,1/1/2015
rcl1499,Monroe,Bloomington,-,,Allen Street,,,,From S. Larkspur Ln. to S. Strong Dr.,2-WAY,EB/WB,,,,39.15567723,-86.5461441,4759,1/1/2015
rcl1561,Monroe,Bloomington,-,,Sare Road,,,,From S. McCartney Ln. to E. Cathcart St.,2-WAY,NB/SB,,,,39.14699,-86.49896667,13506,1/1/2015
rcl2,Monroe,Bloomington,-,,10th Street,,,,West of Morton St.,2-WAY,EB/WB,,,,39.17125373,-86.53728198,1556,1/1/2015
rcl474,Monroe,Bloomington,-,,Highland Avenue,,,,From E. Winslow Rd. to E. Winslow Farm Rd.,2-WAY,NB/SB,,,,39.13688325,-86.5175711,2150,1/1/2015
rcl478,Monroe,Bloomington,-,,Moores Pike,,,,From S. Clarizz Blvd. to S. Fenbrook Ln.,2-WAY,EB/WB,,,,39.15027681,-86.48926561,6959,1/1/2015
s4017,Monroe,Bloomington,-,,The Stands Drive,,,,From E. Autumn Dr. to E. Coppertree Dr.,2-WAY,NB/SB,,,,39.13501661,-86.50484766,1985,1/1/2015
s4039,Monroe,Bloomington,-,,High Street,,,,South of Meadowbrook Ct.,2-WAY,NB/SB,,,,39.14127036,-86.50825765,3441,1/1/2015
s432,Monroe,Bloomington,-,,Mitchell Street,,,,From E. Southdowns Dr. to E. Maxwell Ln.,2-WAY,NB/SB,,,,39.15677377,-86.51374911,755,1/1/2015
s4424,Monroe,Bloomington,-,,Anita Street,,,,From E. 2nd St. to E. Hunter Ave.,2-WAY,NB/SB,,,,39.1616119,-86.51033574,56,1/1/2015
s445,Monroe,Bloomington,-,,Mitchell Street,,,,Bet. Maxwell and 1st St.,2-WAY,NB/SB,,,,39.15854579,-86.5138484,243,1/1/2015
s4451,Monroe,Bloomington,-,,2nd Street,,,,From S. Swain Ave. to S. Mitchell St.,2-WAY,EB/WB,,,,39.16103308,-86.51472036,3331,1/1/2015
s4622,Monroe,Bloomington,-,,Union Street,,,,South of 10th St.,2-WAY,NB/SB,,,,39.16989631,-86.50944825,5427,1/1/2015
t405,Monroe,Bloomington,-,,Rogers Road,,,,From S. High St. to S. The Stands Dr.,2-WAY,EB/WB,,,,39.13632275,-86.50603274,8523,1/1/2015
t406,Monroe,Bloomington,-,,Rogers Road,,,,E. of The Stands Dr.,2-WAY,EB/WB,,,,39.13598197,-86.50248353,7220,1/1/2015
t429,Monroe,Bloomington,-,,Winston Street,,,,From S. Churchill Ct. to S. Atlee Ct.,2-WAY,EB/WB,,,,39.14564795,-86.49422269,1071,1/1/2015
t4332,Monroe,Bloomington,-,,Covenanter Drive,,,,W. of Rechter/Woodbine,2-WAY,EB/WB,,,,39.15522774,-86.50136045,1046,1/1/2015
t4527,Monroe,Bloomington,-,,Pete Ellis Drive,,,,South of Lonview Dr.,2-WAY,NB/SB,,,,39.16555999,-86.49491836,7524,1/1/2015
t4530,Monroe,Bloomington,-,,Lonview Drive,,,,West of Kingston,2-WAY,EB/WB,,,,39.16690157,-86.49385993,3571,1/1/2015
u4233,Monroe,Bloomington,-,,Moores Pike,,,,From S. Fenbrook Ln. to S. Olcott Blvd.,2-WAY,EB/WB,,,,39.1502043,-86.48607725,6489,1/1/2015
v408,Monroe,Bloomington,-,,Rogers Road,,,,West of Curve,2-WAY,EB/WB,,,,39.13570878,-86.48286468,3493,1/1/2015
v458,Monroe,Bloomington,-,,Morningside Drive,,,,West of Park Ridge,2-WAY,EB/WB,,,,39.16734861,-86.47657318,712,1/1/2015
ccl1113,Monroe,Bloomington,-,,Woodyard Road,,,,From N. Hartstrait Rd. to W. Walcott Ln.,2-WAY,EB/WB,,,,39.20446775,-86.60409823,1004,1/1/2014
ccl1526,Monroe,Bloomington,-,,Ison Road,,,,From S. Harmony Rd. to S. Cardwell Rd.,2-WAY,EB/WB,,,,39.10809135,-86.63371434,244,1/1/2014
ccl1577,Monroe,Bloomington,-,,Dillman Road,,,,From S. Victor Pike to S. Dillmand Ln.,2-WAY,EB/WB,,,,39.09303572,-86.55607758,361,1/1/2014
ccl2821,Monroe,Bloomington,-,,McNeely Street,,,,From N. Matthews Dr. to N. Chandler Dr.,2-WAY,EB/WB,,,,39.23814148,-86.62284841,833,1/1/2014
ccl2828,Monroe,Bloomington,-,,Harbison Road,,,,From N. Hartstrait Rd. to Deadend,2-WAY,EB/WB,,,,39.22032797,-86.60906914,18,1/1/2014
ccl588,Monroe,Bloomington,-,,Maple Grove Road,,,,W. of Matthews Dr.,2-WAY,EB/WB,,,,39.24557275,-86.6268669,604,1/1/2014
ccl589,Monroe,Bloomington,-,,Matthews Drive,,,,S. of Maple Grove Road West,2-WAY,NB/SB,,,,39.24215761,-86.62278384,2347,1/1/2014
ccl897,Monroe,Bloomington,-,,Brookbank Drive,,,,From W. Dunleigh Dr. to W. Harbison Rd.,2-WAY,NB/SB,,,,39.21648519,-86.60020002,31,1/1/2014
ccl898,Monroe,Bloomington,-,,Ridgewood Drive,,,,From W. Dunleigh Dr. to W. S.R. 46,2-WAY,NB/SB,,,,39.21644869,-86.59900591,1478,1/1/2014
l4319,Monroe,Bloomington,-,,Gifford Road,,,,West of Curry Pike,2-WAY,EB/WB,,,,39.15505518,-86.58560261,1689,1/1/2014
m4243,Monroe,Bloomington,-,,Bloomfield Road,,,,From S. Stone Dr. to S. Weimer Rd.,2-WAY,EB/WB,,,,39.15287513,-86.56641363,20173,1/1/2014
n4311,Monroe,Bloomington,-,,Shadeland Drive,,,,From W. Lakecrest Dr. to W. Bloomfield Rd.,2-WAY,NB/SB,,,,39.15484662,-86.56159934,148,1/1/2014
n432,Monroe,Bloomington,-,,Bloomfield Road,,,,West of Allen St.,2-WAY,EB/WB,,,,39.15592241,-86.56172974,20166,1/1/2014
n5110,Monroe,Bloomington,-,,Arlington Road,,,,West of W. Maple Grove Rd.,2-WAY,EB/WB,,,,39.20114745,-86.56054455,4117,1/1/2014
n515,Monroe,Bloomington,-,,Maple Grove Road,,,,N. of Arlington Rd.,2-WAY,NB/SB,,,,39.20308431,-86.5586444,951,1/1/2014
n535,Monroe,Bloomington,-,,Acuff Road,,,,West of S.R. 37,2-WAY,EB/WB,,,,39.2081205,-86.55668883,1025,1/1/2014
o352,Monroe,Bloomington,-,,Victor Pike,,,,West of That Rd.,2-WAY,NB/SB,,,,39.10998551,-86.54939941,1227,1/1/2014
o362,Monroe,Bloomington,-,,That Road,,,,From S. Roy Bailey Dr. to S. Victor Pike,2-WAY,EB/WB,,,,39.11462034,-86.54791327,1747,1/1/2014
p4352,Monroe,Bloomington,-,,Patterson Drive,,,,From S. Fairview St. to W. Allen St.,2-WAY,NB/SB,,,,39.15453997,-86.5423684,11471,1/1/2014
p45114,Monroe,Bloomington,-,,3rd Street,,,,From S. Fairview St. to S. Jackson St.,1-WAY,WB,,,,39.16428808,-86.54037709,546,1/1/2014
p452,Monroe,Bloomington,-,,Howe Street,,,,West of Euclid,2-WAY,EB/WB,,,,39.16241804,-86.54447533,245,1/1/2014
p4558,Monroe,Bloomington,-,,Howe Street,,,,From S. Fairview St. to S. Rogers St.,2-WAY,EB/WB,,,,39.16240173,-86.53981198,485,1/1/2014
p457,Monroe,Bloomington,-,,3rd Street,,,,From S. Davisson St. to S. Buckner St.,1-WAY,WB,,,,39.16433408,-86.54512966,479,1/1/2014
p503,Monroe,Bloomington,-,,Kinser Pike,,,,S. of W. Winding Way,2-WAY,NB/SB,,,,39.19617166,-86.54160875,3824,1/1/2014
p545,Monroe,Bloomington,-,,Bayles Road,,,,West of N. Business 37,2-WAY,EB/WB,,,,39.21550136,-86.53950351,495,1/1/2014
q3418,Monroe,Bloomington,-,,Walnut Street,,,,North of Fairfax Rd.,2-WAY,NB/SB,,,,39.10718917,-86.52509157,6643,1/1/2014
q349,Monroe,Bloomington,-,,Old State Road 37,,,,From S. Rogers St. to S. Fairfax Rd.,2-WAY,NB/SB,,,,39.10265775,-86.53391971,6939,1/1/2014
q3716,Monroe,Bloomington,-,,Gordon Pike,,,,From S. Rogers St. to S. Walnut St.,2-WAY,EB/WB,,,,39.12148225,-86.5355479,6683,1/1/2014
q4018,Monroe,Bloomington,-,,Country Club Drive,,,,W. of Walnut St.,2-WAY,EB/WB,,,,39.13594215,-86.53297631,13753,1/1/2014
q4331,Monroe,Bloomington,-,,Grimes Lane,,,,From S. Morton St. to S. Walnut St.,2-WAY,EB/WB,,,,39.15335844,-86.53504532,11498,1/1/2014
q4422,Monroe,Bloomington,-,,1st Street,,,,From S. College Ave. to S. Walnut St.,2-WAY,EB/WB,,,,39.15937744,-86.53432122,3778,1/1/2014
q4728,Monroe,Bloomington,-,,Dunn Street,,,,From E. 14th St. to E. 15th St.,2-WAY,NB/SB,,,,39.17650493,-86.52834336,2956,1/1/2014
q4921,Monroe,Bloomington,-,,Dunn Street,,,,S. of Saville,2-WAY,NB/SB,,,,39.18873076,-86.52849797,1441,1/1/2014
q534,Monroe,Bloomington,-,,Old State Road 37,,,,From N. Walnut St. to N. Stone Mill Rd.,2-WAY,NB/SB,,,,39.20752859,-86.53354373,4225,1/1/2014
r371,Monroe,Bloomington,-,,Rhorer Road,,,,From S. Two Creeks Ln. to S. Sare Rd.,2-WAY,EB/WB,,,,39.12145134,-86.51433197,6802,1/1/2014
rcl1423,Monroe,Bloomington,-,,State Road 37 Business,,,,From N. Old S.R. 37 to W. Bayles Rd.,2-WAY,NB/SB,,,,39.21185802,-86.53592436,7737,1/1/2014
rcl38,Monroe,Bloomington,-,,College Mall Road,,,,S. of Covenanter,2-WAY,NB/SB,,,,39.15273436,-86.49766621,16914,1/1/2014
rcl452,Monroe,Bloomington,-,,2nd Street,,,,Between S. Weimer Rd. and Allen St.,2-WAY,EB/WB,,,,39.15519005,-86.56283587,20147,1/1/2014
rcl461,Monroe,Bloomington,-,,Rogers Street,,,,From W. That Rd. to W. Baywood Dr.,2-WAY,NB/SB,,,,39.11780527,-86.53949289,4969,1/1/2014
rcl833,Monroe,Bloomington,-,,Headley Road,,,,From E. Treadwell Ln. to N. Hinkle Rd.,2-WAY,NB/SB,,,,39.19390109,-86.5123082,605,1/1/2014
rcl949,Monroe,Bloomington,-,,Weimer Road,,,,From W. Sudbury Dr. to W. Bloomfield Rd.,2-WAY,NB/SB,,,,39.15177507,-86.56418563,1227,1/1/2014
s372,Monroe,Bloomington,-,,Rhorer Road,,,,From S. Sare Rd. to S. Deerfield Dr.,2-WAY,EB/WB,,,,39.12146143,-86.50809891,2732,1/1/2014
s4614,Monroe,Bloomington,-,,10th Street,,,,From N. Campbell St. to N. Sunrise Dr.,2-WAY,EB/WB,,,,39.17157316,-86.5132136,9851,1/1/2014
t421,Monroe,Bloomington,-,,Montclair Avenue,,,,S. of Montclair Ct.,2-WAY,EB/WB,,,,39.14624943,-86.5036982,634,1/1/2014
t4220,Monroe,Bloomington,-,,Moores Pike,,,,W. of Woodruff Lane,2-WAY,EB/WB,,,,39.1504524,-86.49677758,8002,1/1/2014
t4221,Monroe,Bloomington,-,,Moores Pike,,,,From S. Renwick Blvd. to S. Sare Rd.,2-WAY,EB/WB,,,,39.15042995,-86.49998546,11063,1/1/2014
u407,Monroe,Bloomington,-,,Rogers Road,,,,From S. Forrester St. to S. Snoody Rd.,2-WAY,EB/WB,,,,39.13586622,-86.49225297,3274,1/1/2014
v421,Monroe,Bloomington,-,,Moores Pike,,,,West of S.R. 446,2-WAY,EB/WB,,,,39.15025418,-86.47474689,4161,1/1/2014
v443,Monroe,Bloomington,-,,Smith Road,,,,From E. Bennington Blvd. to E. Stonegate Dr.,2-WAY,NB/SB,,,,39.16016598,-86.48072215,4813,1/1/2014
v4512,Monroe,Bloomington,-,,Morningside Drive,,,,North of 3rd St.,2-WAY,EB/WB,,,,39.16496582,-86.47368652,405,1/1/2014
v4518,Monroe,Bloomington,-,,Park Ridge Road,,,,South of Morningside Dr.,2-WAY,NB/SB,,,,39.16672563,-86.47538484,768,1/1/2014
v4520,Monroe,Bloomington,-,,Park Ridge Road,,,,S. of Saratoga Dr.,2-WAY,NB/SB,,,,39.16523058,-86.47591746,1073,1/1/2014
v455,Monroe,Bloomington,-,,Morningside Drive,,,,From S. Smith Rd. to E. Saratoga Dr.,2-WAY,EB/WB,,,,39.1662765,-86.48085639,2033,1/1/2014
v456,Monroe,Bloomington,-,,Morningside Drive,,,,East of Saratoga,2-WAY,EB/WB,,,,39.16663855,-86.48003673,1743,1/1/2014
l383,Monroe,Bloomington,-,,Leonard Springs Road,,,,From W. Heatherwood Ln. to W. Woodhaven Dr.,2-WAY,NB/SB,,,,39.1275323,-86.58257118,4061,1/1/2013
l409,Monroe,Bloomington,-,,Leonard Springs Road,,,,From W. Fleener Ave. to W. Stapleton Ave.,2-WAY,NB/SB,,,,39.13780344,-86.58261389,10282,1/1/2013
o545,Monroe,Bloomington,-,,Kinser Pike,,,,S. of Old Kinser Pike,2-WAY,NB/SB,,,,39.22081284,-86.54866058,386,1/1/2013
p4423,Monroe,Bloomington,-,,2nd Street,,,,West of Morton St.,2-WAY,EB/WB,,,,39.16138913,-86.53686482,10610,1/1/2013
p4439,Monroe,Bloomington,-,,Fairview Street,,,,From W. Dixie St. to W. Dodds St.,2-WAY,NB/SB,,,,39.15704727,-86.54105227,625,1/1/2013
p4440,Monroe,Bloomington,-,,Fairview Street,,,,From W. Dodds St. to W. Wylie St.,2-WAY,NB/SB,,,,39.15795632,-86.54102453,467,1/1/2013
p4441,Monroe,Bloomington,-,,Fairview Street,,,,From W. Wylie St. to W. 1st St.,1-WAY,SB,,,,39.1589192,-86.54104336,694,1/1/2013
p4452,Monroe,Bloomington,-,,2nd Street,,,,From S. Maple St. to S. Rogers St.,2-WAY,EB/WB,,,,39.1614041,-86.53806628,10248,1/1/2013
p4457,Monroe,Bloomington,-,,2nd Street,,,,West of Maple,2-WAY,EB/WB,,,,39.16142646,-86.54279219,15166,1/1/2013
p4497,Monroe,Bloomington,-,,Walker Street,,,,South of 2nd,2-WAY,NB/SB,,,,39.16045852,-86.54606931,2205,1/1/2013
p4527,Monroe,Bloomington,-,,Euclid Avenue,,,,South of Howe,2-WAY,NB/SB,,,,39.16192065,-86.54334675,88,1/1/2013
q4019,Monroe,Bloomington,-,,Winslow Road,,,,From S. Walnut St. to S. Walnut St. Pk.,2-WAY,EB/WB,,,,39.13595769,-86.5299485,12069,1/1/2013
q423,Monroe,Bloomington,-,,Hillside Drive,,,,Bet. S. Walnut St. and S. Washington St.,2-WAY,EB/WB,,,,39.15052765,-86.53310665,7622,1/1/2013
q4325,Monroe,Bloomington,-,,Grimes Lane,,,,E. of Dunn St.,2-WAY,EB/WB,,,,39.15331115,-86.52753466,3533,1/1/2013
q4349,Monroe,Bloomington,-,,Walnut Street,,,,North of Davis,2-WAY,NB/SB,,,,39.15491962,-86.53370296,17691,1/1/2013
q4522,Monroe,Bloomington,-,,Indiana Avenue,,,,S. of 6th St.,1-WAY,NB,,,,39.16702955,-86.52693183,6843,1/1/2013
q4556,Monroe,Bloomington,-,,Washington Street,,,,Bet. E. 6th Street and E. 7th St.,1-WAY,SB,,,,39.16804533,-86.53233131,2079,1/1/2013
q456,Monroe,Bloomington,-,,Henderson Street,,,,S. of Smith St.,1-WAY,NB,,,,39.16253291,-86.52724293,3976,1/1/2013
q464,Monroe,Bloomington,-,,College Avenue,,,,North of 8th St.,1-WAY,SB,,,,39.16997682,-86.53484885,12622,1/1/2013
q4644,Monroe,Bloomington,-,,Indiana Avenue,,,,Bet. E. 10th St. and N. Cottage Grove Ave.,2-WAY,NB/SB,,,,39.17210925,-86.52695962,7633,1/1/2013
q4670,Monroe,Bloomington,-,,10th Street,,,,Bet. N. Dunn St. and N. Indiana Ave.,2-WAY,EB/WB,,,,39.17166319,-86.52762135,10985,1/1/2013
q469,Monroe,Bloomington,-,,Walnut Street,,,,Bet. 8th St. and 9th St.,1-WAY,NB,,,,39.16997672,-86.53357947,12723,1/1/2013
q473,Monroe,Bloomington,-,,College Avenue (East Lane),,,,South of 14th St.,1-WAY,SB,,,,39.17461718,-86.53478899,11946,1/1/2013
q4740,Monroe,Bloomington,-,,Indiana Avenue,,,,Bet. 13th St. and 14th St.,2-WAY,NB/SB,,,,39.17567529,-86.52700722,4204,1/1/2013
q4763,Monroe,Bloomington,-,,13th Street,,,,Bet. N. Dunn St. and N. Indiana Ave.,2-WAY,EB/WB,,,,39.17525266,-86.52764814,4256,1/1/2013
q479,Monroe,Bloomington,-,,Walnut Street,,,,South of 14th St.,1-WAY,NB,,,,39.17517848,-86.53355236,11182,1/1/2013
q4819,Monroe,Bloomington,-,,Dunn Street,,,,Bet. E. 17th St. and E. 18th St.,2-WAY,NB/SB,,,,39.17959844,-86.5283057,6756,1/1/2013
q4828,Monroe,Bloomington,-,,Walnut Street,,,,From E. 17th St. to E. 19th St.,1-WAY,NB,,,,39.18024854,-86.53355442,7810,1/1/2013
q4830,Monroe,Bloomington,-,,Walnut Street,,,,South of S.R. 45/46 Bypass,1-WAY,NB,,,,39.18482916,-86.5344374,7574,1/1/2013
q487,Monroe,Bloomington,-,,17th Street,,,,From N. Lincoln St. to N. Grant St.,2-WAY,EB/WB,,,,39.17897065,-86.5303339,8811,1/1/2013
r4014,Monroe,Bloomington,-,,Winslow Road,,,,East of Henderson St.,2-WAY,EB/WB,,,,39.13600459,-86.52570066,11079,1/1/2013
r4531,Monroe,Bloomington,-,,3rd Street,,,,From N. Swain Ave. to N. Mitchell St.,1-WAY,WB,,,,39.16426373,-86.51473481,10813,1/1/2013
r4532,Monroe,Bloomington,-,,Atwater Avenue,,,,Bet. S. Swain Ave. and S. Mitchell St.,1-WAY,EB,,,,39.1630573,-86.51473298,9911,1/1/2013
r4542,Monroe,Bloomington,-,,Jordan Avenue,,,,From E. Hunter Ave. to E. Atwater Ave.,2-WAY,NB/SB,,,,39.16262232,-86.51639411,3665,1/1/2013
r4548,Monroe,Bloomington,-,,Jordan Avenue,,,,From E. Jones Dr. to E. Drive to IU Music School,2-WAY,NB/SB,,,,39.16587406,-86.51642759,10835,1/1/2013
r4724,Monroe,Bloomington,-,,Jordan Avenue,,,,S. of Linglebach Ln.,2-WAY,NB/SB,,,,39.17533119,-86.51404801,6844,1/1/2013
rcl470,Monroe,Bloomington,-,,Henderson Street,,,,From E. Sherwood Hills Dr. to E. Winslow Rd.,2-WAY,NB/SB,,,,39.13505563,-86.52689502,5979,1/1/2013
rcl621,Monroe,Bloomington,-,,Sare Road,,,,South of Rogers Rd.,2-WAY,NB/SB,,,,39.1336177,-86.49788907,7892,1/1/2013
rcl66,Monroe,Bloomington,-,,Wylie Farm Road,,,,Bet. Bayberry and Azalea,2-WAY,EB/WB,,,,39.14222082,-86.52482933,1277,1/1/2013
s4247,Monroe,Bloomington,-,,High Street,,,,From E. Hillside Dr. to E. Viva Dr.,2-WAY,NB/SB,,,,39.15152641,-86.5084364,4566,1/1/2013
s4249,Monroe,Bloomington,-,,High Street,,,,South of Moore's Pike,2-WAY,NB/SB,,,,39.14887904,-86.50840182,4727,1/1/2013
s4550,Monroe,Bloomington,-,,3rd Street,,,,West of Rose,2-WAY,EB/WB,,,,39.16426091,-86.51155949,15071,1/1/2013
s4617,Monroe,Bloomington,-,,10th Street,,,,Jefferson to Hilltop,2-WAY,EB/WB,,,,39.17167504,-86.50611628,9819,1/1/2013
s481,Monroe,Bloomington,-,,17th Street,,,,E. of Fee Lane,2-WAY,EB/WB,,,,39.17891349,-86.51571938,10988,1/1/2013
u4234,Monroe,Bloomington,-,,Moores Pike,,,,From S. Olcott Blvd. to E. Regents Cir.,2-WAY,EB/WB,,,,39.15019765,-86.48402409,6033,1/1/2013
l4811,Monroe,Bloomington,-,,Vernal Pike,,,,From N. Curry Pike to W. Merle Ave.,2-WAY,EB/WB,,,,39.17915638,-86.58092634,3501,1/1/2012
n4519,Monroe,Bloomington,-,,3rd Street,,,,Westbound Bet. S. Johnson Ave. and W. Benham Ln.,2-WAY,,,,,39.16449764,-86.56429848,20145,1/1/2012
n4522,Monroe,Bloomington,-,,Muller Parkway,,,,From S. Basswood Dr. to W. 3rd St.,2-WAY,,,,,39.16256135,-86.56664825,3009,1/1/2012
n481,Monroe,Bloomington,-,,Woodyard Road,,,,From N. Pioneer Ln. to W. Griffith Ct.,2-WAY,,,,,39.18757868,-86.57295742,1259,1/1/2012
n487,Monroe,Bloomington,-,,Vernal Pike,,,,From W. Woodyard Rd. to N. Packinghouse Rd.,2-WAY,,,,,39.17919398,-86.56563288,4709,1/1/2012
o4624,Monroe,Bloomington,-,,Adams Street,,,,From W. Vernal Pike to W. 10th St.,2-WAY,,,,,39.17108847,-86.54975325,3716,1/1/2012
o4712,Monroe,Bloomington,-,,Linbergh Drive,,,,From W. 12th St. to W. 14th St.,2-WAY,,,,,39.17508426,-86.55252819,501,1/1/2012
o4720,Monroe,Bloomington,-,,15th Street,,,,From N. Illinois St. to N. Hancock Dr.,2-WAY,,,,,39.17665406,-86.55033709,219,1/1/2012
o4733,Monroe,Bloomington,-,,12th Street,,,,From N. Illinois St. to N. Summit St.,2-WAY,,,,,39.17424032,-86.54925935,596,1/1/2012
o4738,Monroe,Bloomington,-,,Illinois Street,,,,From W. 13th St. to W. Illinois Ct.,2-WAY,,,,,39.17528434,-86.55170149,474,1/1/2012
o4741,Monroe,Bloomington,-,,13th Street,,,,From N. Illinois St. to N. Summit St.,2-WAY,,,,,39.17500512,-86.54982242,288,1/1/2012
o4742,Monroe,Bloomington,-,,Summit Street,,,,From W. 12th St. to W. 13th St.,2-WAY,,,,,39.17462818,-86.54807525,412,1/1/2012
o4743,Monroe,Bloomington,-,,Summit Street,,,,North of 13th St.,2-WAY,,,,,39.17575449,-86.5479481,228,1/1/2012
o4747,Monroe,Bloomington,-,,Illinois Street,,,,From W. 11th St. to W. 12th St.,2-WAY,,,,,39.17373805,-86.55045195,747,1/1/2012
o5116,Monroe,Bloomington,-,,Valleyview Drive,,,,From W. Winding Way to W. Parkview Ct.,2-WAY,,,,,39.19822877,-86.54674013,215,1/1/2012
p4415,Monroe,Bloomington,-,,Dodds Street,,,,From S. Madison St. to S. Morton St.,2-WAY,,,,,39.1574587,-86.5369081,1956,1/1/2012
p45143,Monroe,Bloomington,-,,Morton Street,,,,From W. 6th St. to W. 7th St.,2-WAY,,,,,39.16806997,-86.53611631,2186,1/1/2012
p4627,Monroe,Bloomington,-,,Morton Street,,,,North of 10th St.,2-WAY,,,,,39.17247546,-86.53605134,1799,1/1/2012
p4629,Monroe,Bloomington,-,,Morton Street,,,,From W. 8th St. to W. 9th St.,2-WAY,,,,,39.16998515,-86.53611592,3056,1/1/2012
q343,Monroe,Bloomington,-,,Church Lane,,,,From S. White Pine Dr. to S. College Dr.,2-WAY,,,,,39.10728496,-86.5360847,3199,1/1/2012
q394,Monroe,Bloomington,-,,Walnut Street Pike,,,,From S. Walnut St. Pk. To E. Winslow Rd.,2-WAY,,,,,39.13476309,-86.52781891,2373,1/1/2012
q4383,Monroe,Bloomington,-,,Dunn Street,,,,From E. Driscoll Dr. to E. Grimes Ln.,2-WAY,,,,,39.15287801,-86.52809275,228,1/1/2012
q4456,Monroe,Bloomington,-,,Lincoln Street,,,,From E. 2nd St. to E. Smith Ave.,2-WAY,,,,,39.16209561,-86.53119487,3452,1/1/2012
q4460,Monroe,Bloomington,-,,Lincoln Street,,,,North of Dodds St.,2-WAY,,,,,39.15786844,-86.53128634,2008,1/1/2012
q447,Monroe,Bloomington,-,,2nd Street,,,,From S. Lincoln St. to S. Grant St.,2-WAY,,,,,39.16136019,-86.53054442,5808,1/1/2012
q4524,Monroe,Bloomington,-,,Dunn Street,,,,North of 6th St.,2-WAY,,,,,39.16802217,-86.52825918,4627,1/1/2012
q4527,Monroe,Bloomington,-,,Dunn Street,,,,From E. 3rd St. to E. 4th St.,2-WAY,,,,,39.16497825,-86.52822127,5451,1/1/2012
q4569,Monroe,Bloomington,-,,6th Street,,,,From N. Walnut St. N. Washington St.,2-WAY,,,,,39.16755127,-86.53296975,1701,1/1/2012
q4575,Monroe,Bloomington,-,,Kirkwood Avenue,,,,From S. Grant St. to N. Dunn St.,2-WAY,,,,,39.16654373,-86.52902678,5507,1/1/2012
q4639,Monroe,Bloomington,-,,Dunn Street,,,,From E. 8th St. to E. 9th St.,2-WAY,,,,,39.16997062,-86.52826647,3115,1/1/2012
q4693,Monroe,Bloomington,-,,8th Street,,,,From N. Dunn St. to N. Indiana Ave.,2-WAY,,,,,39.16949819,-86.52761566,348,1/1/2012
q4924,Monroe,Bloomington,-,,Fritz Drive,,,,From E. Vernon Ave. to E. Saville Ave.,2-WAY,,,,,39.18831646,-86.53031666,107,1/1/2012
q5226,Monroe,Bloomington,-,,Dunn Street,,,,From E. Lakewood Dr. to N. Old S.R. 37,2-WAY,,,,,39.20505951,-86.5291511,680,1/1/2012
q5310,Monroe,Bloomington,-,,Hillview Drive,,,,From N. Old S.R. 37 to E. Woodridge Dr.,2-WAY,,,,,39.20984649,-86.53037021,379,1/1/2012
q532,Monroe,Bloomington,-,,Old State Road 37,,,,From N. Hillview Dr. to N. Dunn St.,2-WAY,,,,,39.20812432,-86.52905902,3721,1/1/2012
r3819,Monroe,Bloomington,-,,Heather Drive,,,,From S. Preston Ct. to S. Christa Ct.,2-WAY,,,,,39.12618609,-86.5207276,895,1/1/2012
r385,Monroe,Bloomington,-,,Heather Drive,,,,From S. Pepper Chase to S. Pepperridge Dr.,2-WAY,,,,,39.12589354,-86.52313423,970,1/1/2012
r4211,Monroe,Bloomington,-,,Hillside Drive,,,,From S. Olive St. to S. Highland Ave.,2-WAY,,,,,39.15054691,-86.51789925,13050,1/1/2012
r4427,Monroe,Bloomington,-,,University Street,,,,From S. Swain Ave. to S. Mitchell St.,2-WAY,,,,,39.16015396,-86.51470108,97,1/1/2012
r4428,Monroe,Bloomington,-,,Maxwell Lane,,,,West of Sheridan,2-WAY,,,,,39.15780298,-86.51549049,1503,1/1/2012
r4712,Monroe,Bloomington,-,,13th Street,,,,West of Walnut Grove,2-WAY,,,,,39.17514164,-86.52173014,3019,1/1/2012
r4713,Monroe,Bloomington,-,,13th Street,,,,From N. Walnut Grove Ave. to N. Fee Ln.,2-WAY,,,,,39.1751256,-86.52003505,3436,1/1/2012
r4742,Monroe,Bloomington,-,,Walnut Grove Avenue,,,,North of 13th St.,2-WAY,,,,,39.17556892,-86.52104214,937,1/1/2012
r4743,Monroe,Bloomington,-,,Walnut Grove Avenue,,,,South of 13th St.,2-WAY,,,,,39.17426704,-86.52101511,1511,1/1/2012
r496,Monroe,Bloomington,-,,Matlock Road,,,,From E. SR 45 46 Bypass to N. Browncliff Ln.,2-WAY,,,,,39.18626161,-86.51887985,1696,1/1/2012
rcl1211,Monroe,Bloomington,-,,Sunflower Drive,,,,From W. Petal Ct. to W. Countryside Ln.,2-WAY,,,,,39.14065508,-86.55399225,249,1/1/2012
